NORAD ID,Satellite Name,Type,Mode,Downlink (MHz),Uplink (MHz),Inverted
44316,2019-032G - Unknown Satellite,Transmitter,FM,401.3050,N/A,False
44884,2019-093F,Transmitter,FM,401.5460,N/A,False
57183,2023-091T,Transmitter,LoRa,435.0500,N/A,False
58820,2024-016A,Transmitter,FM,401.9500,N/A,False
67253,2025-313F,Transmitter,FM,436.0900,N/A,False
67253,2025-313F,Transmitter,FM,435.7920,N/A,False
57582,23117C,Transmitter,FSK,400.4500,N/A,False
58555,23193C,Transmitter,FM,401.6120,N/A,False
64881,239Alferov,Transmitter,DVB-S2,10473.3500,N/A,False
64881,239Alferov,Transmitter,GFSK,436.2700,N/A,False
58923,24024G,Transmitter,FM,2246.4000,N/A,False
60745,24153A,Transmitter,FM,400.4550,N/A,False
60745,24153A,Transmitter,FM,400.0550,N/A,False
98878,3CAT-4,Transmitter,GMSK,437.3500,N/A,False
46292,"3CAT-5/A, FSSCat A",Transmitter,FM,401.3370,N/A,False
46293,"3CAT-5/B, FSSCat B",Transmitter,FM,401.3770,N/A,False
98517,3UCUBED-A,Transmitter,GFSK,437.0100,N/A,False
98500,6GSTARLAB,Transmitter,BPSK,2275.0000,N/A,False
57197,A-SEANSAT-PG1,Transmitter,GMSK USP,401.5230,N/A,False
57197,A-SEANSAT-PG1,Transmitter,GMSK USP,401.6338,N/A,False
55107,AAC-AIS-SAT-1,Transmitter,FM,161.8630,N/A,False
55107,AAC-AIS-SAT-1,Transmitter,FM,157.2620,N/A,False
56996,AAC-AIS-SAT2,Transmitter,BPSK,2241.0000,N/A,False
58997,AAC-AIS-SAT3,Transmitter,BPSK,2241.0000,N/A,False
39087,AAUSAT 3,Transmitter,CW,437.4250,N/A,False
98501,AC1-001,Transmitter,FM,2255.0000,N/A,False
98502,AC1-002,Transmitter,FM,2255.0000,N/A,False
98503,AC1-003,Transmitter,FM,2255.0000,N/A,False
59588,ACS3,Transmitter,FM,2268.0000,N/A,False
59588,ACS3,Transmitter,GMSK,401.5000,N/A,False
98574,ADDCUBE,Transmitter,FM,2412.0000,N/A,False
98574,ADDCUBE,Transmitter,FM,435.5000,N/A,False
98698,AE1c,Transmitter,FM,2228.0000,N/A,False
98698,AE1c,Transmitter,FM,922.0000,N/A,False
98698,AE1c,Transmitter,FM,2277.3000,N/A,False
98698,AE1c,Transmitter,FM,8340.0000,N/A,False
98699,AE1d,Transmitter,FM,922.0000,N/A,False
98699,AE1d,Transmitter,FM,2228.0000,N/A,False
98699,AE1d,Transmitter,FM,2277.3000,N/A,False
98699,AE1d,Transmitter,FM,8340.0000,N/A,False
38760,AENEAS,Transmitter,AFSK,437.6000,N/A,False
68506,AEPEX,Transmitter,OQPSK,2405.0000,N/A,False
68506,AEPEX,Transmitter,OQPSK,2405.0000,N/A,False
68506,AEPEX,Transmitter,GFSK,437.3250,N/A,False
68506,AEPEX,Transmitter,GFSK,437.3250,N/A,False
59291,AEROCUBE 16B,Transmitter,FM,2225.0000,N/A,False
63220,AEROCUBE-18 A,Transmitter,OQPSK,2225.0000,N/A,False
63222,AEROCUBE-18 B,Transmitter,OQPSK,2225.0000,N/A,False
98387,AETS-1,Transmitter,FM,2277.3000,N/A,False
98387,AETS-1,Transmitter,FM,2228.0000,N/A,False
98387,AETS-1,Transmitter,FM,922.0000,N/A,False
98387,AETS-1,Transmitter,FM,8340.0000,N/A,False
56964,AFR-1,Transmitter,FM,2245.0000,N/A,False
56964,AFR-1,Transmitter,FM,8210.0000,N/A,False
56964,AFR-1,Transmitter,FM,436.6300,N/A,False
57206,AHMAT-1,Transmitter,AFSK,437.0500,N/A,False
57206,AHMAT-1,Transmitter,SSTV,437.0500,N/A,False
57206,AHMAT-1,Transmitter,AFSK,435.8000,N/A,False
48270,AII-BRAVO,Transmitter,FM,402.0010,N/A,False
48270,AII-BRAVO,Transmitter,FM,401.0502,N/A,False
39492,AIST-1,Transmitter,CW,435.2650,N/A,False
39492,AIST-1,Transmitter,PSK,435.2650,N/A,False
98420,AIST-ST,Transmitter,LoRa,436.9950,N/A,False
43768,AISTECHSAT-2,Transmitter,FSK AX.100 Mode 5,436.7300,N/A,False
40054,AISat,Transmitter,CW,437.2500,N/A,False
40054,AISat,Transmitter,CW,437.5050,N/A,False
40054,AISat,Transmitter,FM,2259.0000,N/A,False
98697,ALAINSAT-1,Transmitter,MSK AX.100 Mode 5,400.6500,N/A,False
98697,ALAINSAT-1,Transmitter,MSK AX.100 Mode 5,400.8500,N/A,False
98697,ALAINSAT-1,Transmitter,FM,2279.0000,N/A,False
98697,ALAINSAT-1,Transmitter,FM,2268.0000,N/A,False
98697,ALAINSAT-1,Transmitter,FM,2260.0000,N/A,False
60182,ALOS-4 Daichi-4,Transmitter,BPSK,2220.0000,N/A,False
1804,ALOUETTE-2,Transmitter,USB,136.9810,N/A,False
99380,ALPHA,Transmitter,LoRa,436.5000,N/A,False
99380,ALPHA,Transmitter,FSK,436.5000,N/A,False
41785,ALSAT 1B,Transmitter,FM,2233.3320,N/A,False
41789,ALSAT 1N,Transmitter,FSK,437.6500,N/A,False
36798,ALSAT 2A,Transmitter,BPSK,2266.5000,N/A,False
41786,ALSAT 2B,Transmitter,FM,2266.5000,N/A,False
44876,ANGELS,Transmitter,FM,1698.4000,N/A,False
44876,ANGELS,Transmitter,FM,2238.5000,N/A,False
44876,ANGELS,Transmitter,FM,1703.0000,N/A,False
99043,ANSER FOLLOWER 1,Transmitter,FSK,401.8500,N/A,False
99042,ANSER FOLLOWER 2,Transmitter,FSK,401.8500,N/A,False
98696,ANSER Leader-S,Transmitter,FSK,401.8500,N/A,False
98696,ANSER Leader-S,Transmitter,FM,2204.5250,N/A,False
59129,APEX ARIES 1,Transmitter,FM,2287.5010,N/A,False
59129,APEX ARIES 1,Transmitter,FSK,400.5000,N/A,False
40019,APRIZESAT 10,Transmitter,GMSK,400.5730,N/A,False
27424,AQUA,Transmitter,SQPSK,8160.0000,N/A,False
27424,AQUA,Transmitter,BPSK,2287.5000,N/A,False
99058,ARCADE,Transmitter,GFSK,437.7600,N/A,False
52161,ARCSAT,Transmitter,FMN,2260.0000,N/A,False
52161,ARCSAT,Transmitter,BPSK,2206.5000,N/A,False
52161,ARCSAT,Transmitter,FM,267.3000,N/A,False
52161,ARCSAT,Transmitter,FM,268.8000,N/A,False
52161,ARCSAT,Transmitter,FM,312.0500,N/A,False
52161,ARCSAT,Transmitter,FM,314.7000,N/A,False
64540,ARCSTONE,Transmitter,FM,2203.0000,N/A,False
54023,ARGOS-4,Transmitter,QPSK,1703.0000,N/A,False
98329,ARICA-2,Transmitter,CW,436.8300,N/A,False
98329,ARICA-2,Transmitter,GMSK,436.8300,N/A,False
99166,ARKSAT-1,Transmitter,FSK,435.4500,N/A,False
68419,ARQSAT-1,Transmitter,GMSK,401.3550,N/A,False
63252,ARVAKER I,Transmitter,FM,2245.0000,N/A,False
40298,ASNARO,Transmitter,BPSK,2271.6000,N/A,False
54029,ASO-S (Kuafu),Transmitter,BPSK,2221.2010,N/A,False
61781,ASRTU-1,Transmitter,QPSK,10460.0000,N/A,False
61781,ASRTU-1,Transmitter,BPSK,435.4000,N/A,False
61781,ASRTU-1,Transmitter,BPSK,436.2100,N/A,False
61781,ASRTU-1,Transceiver,FM,435.4000,145.8500,False
5560,ASTEX 1,Transmitter,FM,2242.5280,N/A,False
98336,ASTRA-HyRAX,Transmitter,GFSK,401.4750,N/A,False
53107,ASTROBIO,Transmitter,FSK,435.6000,N/A,False
53107,ASTROBIO,Transmitter,FSK,437.4250,N/A,False
4068,ATS-5,Transmitter,FM,148.2600,N/A,False
43681,AUTcube2,Transmitter,WSJT,437.5050,N/A,False
43681,AUTcube2,Transmitter,FSK,437.3850,N/A,False
98863,Acadia-5,Transmitter,FM,8027.0000,N/A,False
98863,Acadia-5,Transmitter,FM,8212.5000,N/A,False
57754,Aditya-L1,Transmitter,FM,8482.3200,N/A,False
57754,Aditya-L1,Transmitter,FM,8497.5000,N/A,False
63240,Al-Munther,Transmitter,BPSK,401.1750,N/A,False
63240,Al-Munther,Transmitter,BPSK,436.5000,N/A,False
39766,Alos 2,Transmitter,FM,2220.0000,N/A,False
61779,Altair,Transmitter,BPSK,435.6150,N/A,False
61779,Altair,Transmitter,BPSK,435.7150,N/A,False
61779,Altair,Transmitter,AFSK,435.2150,N/A,False
51841,Anxi Tieguanyin 1,Transmitter,FM,401.7340,N/A,False
39416,AprizeSat 7,Transmitter,GMSK,400.5850,N/A,False
39425,AprizeSat 8,Transmitter,GMSK,400.5530,N/A,False
40018,AprizeSat 9,Transmitter,GMSK,400.5520,N/A,False
37793,AprizeSat-6,Transmitter,GMSK,400.5910,N/A,False
60543,Arctic Weather Satellite,Transmitter,FM,1707.0000,N/A,False
60543,Arctic Weather Satellite,Transmitter,FM,2230.0000,N/A,False
60239,Ariane 6 - Upper Stage,Transmitter,SSTV,144.5500,N/A,False
60239,Ariane 6 - Upper Stage,Transmitter,FM,2235.0000,N/A,False
60239,Ariane 6 - Upper Stage,Transmitter,SIDLOC,401.5000,N/A,False
60239,Ariane 6 - Upper Stage,Transmitter,FT8,144.1750,N/A,False
60239,Ariane 6 - Upper Stage,Transmitter,DATV,2440.0000,N/A,False
47719,Arktika-M1,Transmitter,FM,1703.0000,N/A,False
47719,Arktika-M1,Transmitter,FM,1544.5000,N/A,False
47719,Arktika-M1,Transmitter,FM,7865.0000,N/A,False
43152,Asnaro-2,Transmitter,FM,2271.6040,N/A,False
43798,Astrocast 0.1,Transmitter,FSK,437.1500,N/A,False
43798,Astrocast 0.1,Transmitter,FM,2406.0000,N/A,False
47430,Astrocast-0101,Transmitter,QPSK,1530.9050,N/A,False
47487,Astrocast-0103,Transmitter,FM,1530.9050,N/A,False
48954,Astrocast-0201,Transmitter,FM,1530.9050,N/A,False
48955,Astrocast-0203,Transmitter,FM,1530.9050,N/A,False
28376,Aura,Transmitter,,8160.0000,N/A,False
28376,Aura,Transmitter,BPSK,2287.5000,N/A,False
57195,Avion Kaluga 650,Transmitter,DOKA,435.6150,N/A,False
57195,Avion Kaluga 650,Transmitter,AFSK,435.7150,N/A,False
57195,Avion Kaluga 650,Transmitter,AFSK,435.6150,N/A,False
57195,Avion Kaluga 650,Transmitter,GFSK,435.1400,N/A,False
57195,Avion Kaluga 650,Transmitter,DOKA,435.7150,N/A,False
62611,BALKAN-1,Transmitter,FM,2102.5000,N/A,False
62611,BALKAN-1,Transmitter,GMSK,401.3600,N/A,False
62611,BALKAN-1,Transmitter,FM,24600.0000,N/A,False
62611,BALKAN-1,Transmitter,FM,26250.0000,N/A,False
62611,BALKAN-1,Transmitter,FM,2276.5000,N/A,False
62611,BALKAN-1,Transmitter,FM,2277.5000,N/A,False
98493,BEE-1000,Transceiver,FSK AX.100 Mode 5,436.5000,436.5000,False
98493,BEE-1000,Transmitter,DVB-S2,2403.5000,N/A,False
35933,BEESAT,Transmitter,GMSK,435.9500,N/A,False
35933,BEESAT,Transceiver,GMSK,435.9500,435.9500,False
38251,BEIDOU 13,Transmitter,FM,2256.0000,N/A,False
38251,BEIDOU 13,Transmitter,FM,1544.2100,N/A,False
38251,BEIDOU 13,Transmitter,FM,1207.1400,N/A,False
38251,BEIDOU 13,Transmitter,FM,1268.5200,N/A,False
38251,BEIDOU 13,Transmitter,FSK,1561.0980,N/A,False
38251,BEIDOU 13,Transmitter,FM,2202.0000,N/A,False
31115,BEIDOU 2,Transmitter,FM,2256.0000,N/A,False
31115,BEIDOU 2,Transmitter,FM,2202.0000,N/A,False
64588,BIFROST-DNK,Transmitter,FM,2256.0000,N/A,False
98607,BIOMASS,Transmitter,FM,2247.9639,N/A,False
40974,BISONSAT,Transmitter,FSK,437.3755,N/A,False
62688,BLUEBON,Transmitter,FM,400.6500,N/A,False
62688,BLUEBON,Transmitter,FM,400.9500,N/A,False
53807,BLUEWALKER-3,Transmitter,GFSK,437.5000,N/A,False
53807,BLUEWALKER-3,Transmitter,QPSK,2210.0000,N/A,False
53807,BLUEWALKER-3,Transmitter,QPSK,759.7000,N/A,False
53807,BLUEWALKER-3,Transmitter,QPSK,2026.0000,N/A,False
53807,BLUEWALKER-3,Transmitter,FM,892.0000,N/A,False
53807,BLUEWALKER-3,Transmitter,FM,763.0000,N/A,False
53807,BLUEWALKER-3,Transmitter,FM,400.5750,N/A,False
53807,BLUEWALKER-3,Transmitter,GMSK,2245.0000,N/A,False
44529,BNU-1,Transmitter,BPSK,2262.2420,N/A,False
63216,BOTSAT-1,Transmitter,GMSK,401.3600,N/A,False
63216,BOTSAT-1,Transmitter,FM,8185.0000,N/A,False
40020,BRITE-CA 1,Transmitter,FM,2234.4000,N/A,False
39431,BRITE-PL,Transmitter,FM,2234.4000,N/A,False
39431,BRITE-PL,Transmitter,FM,437.3650,N/A,False
40119,BRITE-PL 2,Transmitter,BPSK,2234.3991,N/A,False
58331,BRO-10,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
58331,BRO-10,Transmitter,BPSK,2260.5000,N/A,False
58264,BRO-11,Transmitter,FSK AX.100 Mode 5,401.7000,N/A,False
58264,BRO-11,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
58264,BRO-11,Transmitter,BPSK,2260.5000,N/A,False
59108,BRO-12,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
59108,BRO-12,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
59108,BRO-12,Transmitter,BPSK,2260.5000,N/A,False
59107,BRO-13,Transmitter,FSK AX.100 Mode 5,401.7600,N/A,False
59107,BRO-13,Transmitter,BPSK,2260.5000,N/A,False
59107,BRO-13,Transmitter,FSK AX.100 Mode 5,401.7600,N/A,False
60551,BRO-14,Transmitter,BPSK,2260.5000,N/A,False
60551,BRO-14,Transmitter,FSK AX.100 Mode 5,401.7900,N/A,False
60553,BRO-15,Transmitter,FSK AX.100 Mode 5,401.8200,N/A,False
60553,BRO-15,Transmitter,BPSK,2260.5000,N/A,False
98694,BRO-16,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
98694,BRO-16,Transmitter,BPSK,2260.5000,N/A,False
98499,BRO-17,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
98499,BRO-17,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
64550,BRO-18,Transmitter,FSK AX.100 Mode 5,401.5200,N/A,False
64550,BRO-18,Transmitter,BPSK,2260.5000,N/A,False
98364,BRO-19,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
98498,BRO-20,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
98498,BRO-20,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
98311,BRO-21,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
98304,BRO-22,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
51061,BRO-5,Transmitter,FSK AX.100 Mode 5,401.1760,N/A,False
51061,BRO-5,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
51061,BRO-5,Transmitter,FSK,2260.5000,N/A,False
51061,BRO-5,Transmitter,FM,401.4900,N/A,False
52422,BRO-6,Transmitter,FM,2275.9380,N/A,False
52422,BRO-6,Transmitter,FSK,2260.5000,N/A,False
52422,BRO-6,Transmitter,FSK AX.100 Mode 5,401.2460,N/A,False
52422,BRO-6,Transmitter,FSK AX.100 Mode 5,401.5500,N/A,False
55011,BRO-8,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
55011,BRO-8,Transmitter,FSK AX.100 Mode 5,401.6120,N/A,False
55011,BRO-8,Transmitter,FSK,2260.5000,N/A,False
56185,BRO-9,Transmitter,FSK AX.100 Mode 5,401.6420,N/A,False
56185,BRO-9,Transmitter,BPSK,2260.5000,N/A,False
56185,BRO-9,Transmitter,FSK AX.100 Mode 5,401.7350,N/A,False
40014,BUGSAT-1,Transmitter,AFSK,437.4450,N/A,False
40014,BUGSAT-1,Transmitter,GMSK,437.4450,N/A,False
40014,BUGSAT-1,Transmitter,FSK,437.4450,N/A,False
62609,BUZZZER-1,Transmitter,FM,401.8820,N/A,False
98310,Balkan-2,Transmitter,GMSK,401.3600,N/A,False
58465,Bane,Transmitter,BPSK,2257.5000,N/A,False
58465,Bane,Transmitter,BPSK,2243.5000,N/A,False
55015,Birkeland,Transmitter,BPSK,2207.0000,N/A,False
55015,Birkeland,Transmitter,FM,401.5000,N/A,False
55015,Birkeland,Transmitter,BPSK,2206.5000,N/A,False
98527,Black Kite-1,Transmitter,GMSK,2288.0000,N/A,False
98371,Black Kite-2,Transmitter,GMSK,2286.0000,N/A,False
67369,BlackCAT,Transmitter,GFSK,402.0000,N/A,False
56956,Blackjack-1,Transmitter,FM,2264.8000,N/A,False
56955,Blackjack-2,Transmitter,BPSK,2264.8000,N/A,False
56950,Blackjack-3,Transmitter,BPSK,2264.8000,N/A,False
56952,Blackjack-4,Transmitter,BPSK,2264.8000,N/A,False
61047,Bluebird 01,Transmitter,GFSK,439.5000,N/A,False
61047,Bluebird 01,Transmitter,BPSK,2225.0000,N/A,False
61048,Bluebird 02,Transmitter,BPSK,2235.0000,N/A,False
61048,Bluebird 02,Transmitter,GFSK,435.9000,N/A,False
61045,Bluebird 03,Transmitter,BPSK,2225.0000,N/A,False
61045,Bluebird 03,Transmitter,GFSK,434.1000,N/A,False
61049,Bluebird 04,Transmitter,GFSK,432.3000,N/A,False
61049,Bluebird 04,Transmitter,BPSK,2235.0000,N/A,False
61046,Bluebird 05,Transmitter,FM,2235.0000,N/A,False
61046,Bluebird 05,Transmitter,GFSK,430.5000,N/A,False
61046,Bluebird 05,Transmitter,BPSK,2225.0000,N/A,False
67232,Bluebird 06,Transmitter,GFSK,437.5000,N/A,False
67232,Bluebird 06,Transmitter,GFSK,434.1000,N/A,False
67232,Bluebird 06,Transmitter,GFSK,439.5000,N/A,False
67232,Bluebird 06,Transmitter,GFSK,435.9000,N/A,False
67232,Bluebird 06,Transmitter,GFSK,435.0000,N/A,False
67232,Bluebird 06,Transmitter,GFSK,430.5000,N/A,False
67232,Bluebird 06,Transmitter,GFSK,432.3000,N/A,False
69589,Bluebird 08,Transmitter,FSK,439.5000,N/A,False
69589,Bluebird 08,Transmitter,FM,434.1000,N/A,False
69589,Bluebird 08,Transmitter,FM,432.3000,N/A,False
69589,Bluebird 08,Transmitter,FM,435.9000,N/A,False
69589,Bluebird 08,Transmitter,FM,430.5000,N/A,False
69590,Bluebird 09,Transmitter,FSK,434.1000,N/A,False
69591,Bluebird 10,Transmitter,FSK,435.9000,N/A,False
63245,Buccaneer MM,Transmitter,FSK,400.8000,N/A,False
44312,Bufeng-1A,Transmitter,FM,401.1260,N/A,False
98312,BusanSat,Transmitter,FM,2261.9500,N/A,False
98861,CAKRA-1,Transmitter,FM,2245.0000,N/A,False
29108,CALIPSO,Transmitter,BPSK,2268.4670,N/A,False
29108,CALIPSO,Transmitter,FM,8330.0000,N/A,False
29108,CALIPSO,Transmitter,FM,2220.0000,N/A,False
29108,CALIPSO,Transmitter,FM,8150.0000,N/A,False
68635,CANVAS,Transmitter,OQPSK,2405.3000,N/A,False
68635,CANVAS,Transceiver,GMSK,437.2500,437.2500,False
40055,CANX-4,Transmitter,BPSK,145.8900,N/A,False
40055,CANX-4,Transmitter,BPSK,2234.4000,N/A,False
40056,CANX-5,Transmitter,BPSK,437.3650,N/A,False
40056,CANX-5,Transmitter,BPSK,2234.4000,N/A,False
40056,CANX-5,Transmitter,BPSK,145.8900,N/A,False
31130,CAPE-1,Transmitter,CW,435.2450,N/A,False
31130,CAPE-1,Transmitter,CW,435.2470,N/A,False
31130,CAPE-1,Transmitter,FM,435.2450,N/A,False
31130,CAPE-1,Transmitter,FM,435.2470,N/A,False
40718,CARBONITE 1,Transmitter,BPSK,2240.0000,N/A,False
98417,CARBSAR,Transmitter,FM,2243.3330,N/A,False
41948,CARTOSAT 2D,Transmitter,BPSK,402.7610,N/A,False
41948,CARTOSAT 2D,Transmitter,CW,2245.6870,N/A,False
32783,CARTOSAT-2A,Transmitter,CW,2245.6780,N/A,False
36795,CARTOSAT-2B,Transmitter,CW,2245.6870,N/A,False
41599,CARTOSAT-2C,Transmitter,CW,2245.6870,N/A,False
42767,CARTOSAT-2E,Transmitter,CW,2245.6870,N/A,False
43111,CARTOSAT-2F,Transmitter,BPSK,2242.0000,N/A,False
43111,CARTOSAT-2F,Transmitter,CW,2245.6870,N/A,False
44804,CARTOSAT-3,Transmitter,CW,2224.8000,N/A,False
44804,CARTOSAT-3,Transmitter,BPSK,2224.8000,N/A,False
98533,CAS-11,Transceiver,GMSK,435.7000,145.8950,False
98533,CAS-11,Transmitter,GMSK,435.6500,N/A,False
98533,CAS-11,Transponder,FM,435.4975,0.0138,False
98533,CAS-11,Transponder,FM,435.5250,145.8450,False
98533,CAS-11,Transmitter,CW,435.5700,N/A,False
98533,CAS-11,Transmitter,SSTV,2405.5000,N/A,False
98533,CAS-11,Transmitter,SSTV,2405.5000,N/A,False
98533,CAS-11,Transponder,FM,435.5960,145.9210,False
98533,CAS-11,Transmitter,GMSK,435.6500,N/A,False
98533,CAS-11,Transmitter,PPM,2405.5000,N/A,False
98533,CAS-11,Transmitter,FT8,2405.5000,N/A,False
98533,CAS-11,Transmitter,CW,2405.5000,N/A,False
41847,CAS-2T & KS-1Q,Transmitter,CW,435.7100,N/A,False
41847,CAS-2T & KS-1Q,Transceiver,FMN,435.6150,145.9250,False
54684,CAS-5A,Transmitter,CW,29.4650,N/A,False
44881,CAS-6 (TO-108),Transmitter,CW,145.9100,N/A,False
44881,CAS-6 (TO-108),Transmitter,GMSK,145.8900,N/A,False
44881,CAS-6 (TO-108),Transponder,USB,145.9150,435.2700,True
44881,CAS-6 (TO-108),Transmitter,FM,401.5500,N/A,False
44881,CAS-6 (TO-108),Transmitter,FM,2278.3280,N/A,False
47932,CAS500-1,Transmitter,BPSK,2265.5000,N/A,False
98483,CAS500-3,Transmitter,FM,2236.6890,N/A,False
98483,CAS500-3,Transmitter,FM,8210.0000,N/A,False
39265,CASSIOPE,Transmitter,CERTO,1066.7520,N/A,False
39265,CASSIOPE,Transmitter,CERTO,400.0320,N/A,False
39265,CASSIOPE,Transmitter,CERTO,150.0120,N/A,False
32062,CBERS-2B,Transmitter,QPSK,8112.0000,N/A,False
32062,CBERS-2B,Transmitter,USB,180.0100,N/A,False
32062,CBERS-2B,Transmitter,FM,8320.0000,N/A,False
40336,CBERS-4,Transmitter,FM,2217.1210,N/A,False
44879,CBERS-4A,Transmitter,QPSK,2259.1250,N/A,False
62579,CENTISPACE-1 S10,Transmitter,BPSK,2246.9630,N/A,False
62579,CENTISPACE-1 S10,Transmitter,BPSK,2226.9630,N/A,False
62581,CENTISPACE-1 S12,Transmitter,FM,2261.6000,N/A,False
62582,CENTISPACE-1 S13,Transmitter,BPSK,2217.1200,N/A,False
62585,CENTISPACE-1 S16,Transmitter,BPSK,2222.1610,N/A,False
62576,CENTISPACE-1 S7,Transmitter,FM,2259.6800,N/A,False
62578,CENTISPACE-1 S9,Transmitter,BPSK,2224.5600,N/A,False
62578,CENTISPACE-1 S9,Transmitter,BPSK,2244.5600,N/A,False
98526,CEVROSAT-1,Transceiver,GFSK,436.0250,436.0250,False
98526,CEVROSAT-1,Transmitter,GFSK,436.0250,N/A,False
43662,CFOSAT,Transmitter,FM,8304.0000,N/A,False
43662,CFOSAT,Transmitter,FM,2262.4850,N/A,False
61072,CHAMRAN-1,Transmitter,FSK,436.7400,N/A,False
44874,CHEOPS,Transmitter,FM,2208.5000,N/A,False
41338,CHUBUSAT-2,Transmitter,GMSK,437.1000,N/A,False
41338,CHUBUSAT-2,Transmitter,CW,437.0940,N/A,False
41338,CHUBUSAT-2,Transceiver,AFSK,N/A,145.8150,False
41339,CHUBUSAT-3,Transmitter,CW,437.4230,N/A,False
41339,CHUBUSAT-3,Transceiver,AFSK,N/A,145.8400,False
41339,CHUBUSAT-3,Transmitter,GMSK,437.4250,N/A,False
39426,CINEMA-3,Transmitter,FM,2200.0000,N/A,False
64903,CO3D1,Transmitter,FM,2273.0000,N/A,False
20322,COBE,Transmitter,FM,2287.5000,N/A,False
59117,CONTECSAT-1,Transmitter,FM,2245.0000,N/A,False
59117,CONTECSAT-1,Transmitter,GFSK,401.0500,N/A,False
59117,CONTECSAT-1,Transmitter,FM,8110.0000,N/A,False
59117,CONTECSAT-1,Transmitter,FM,2220.0000,N/A,False
42847,CORVUS BC1,Transmitter,BPSK,2240.0000,N/A,False
42846,CORVUS BC2,Transmitter,FM,401.2000,N/A,False
43767,CORVUS BC4,Transmitter,FM,400.1750,N/A,False
98494,COSMIC,Transceiver,GMSK,2249.5100,2030.4000,False
68460,COSMO,Transmitter,OQPSK,2222.0000,N/A,False
68460,COSMO,Transmitter,GMSK,401.2000,N/A,False
22034,COSMOS 2197,Transmitter,FM,387.1748,N/A,False
39059,COSMOS 2484,Transmitter,FM,388.6873,N/A,False
39059,COSMOS 2484,Transmitter,FM,387.1748,N/A,False
39483,COSMOS 2488,Transmitter,FM,388.6873,N/A,False
39483,COSMOS 2488,Transmitter,FM,387.1748,N/A,False
39484,COSMOS 2489,Transmitter,FM,265.9501,N/A,False
39484,COSMOS 2489,Transmitter,FM,388.6873,N/A,False
39484,COSMOS 2489,Transmitter,FM,387.1748,N/A,False
39485,COSMOS 2490,Transmitter,FM,388.6870,N/A,False
39485,COSMOS 2490,Transmitter,FM,387.1748,N/A,False
39497,COSMOS 2491,Transmitter,CW,435.4650,N/A,False
39497,COSMOS 2491,Transmitter,CW,435.5650,N/A,False
39497,COSMOS 2491,Transmitter,FM,435.5650,N/A,False
39497,COSMOS 2491,Transmitter,FM,435.4650,N/A,False
39761,COSMOS 2496,Transmitter,FM,387.1748,N/A,False
39761,COSMOS 2496,Transmitter,,388.6870,N/A,False
39761,COSMOS 2496,Transmitter,FM,388.1873,N/A,False
39765,COSMOS 2499,Transmitter,FM,435.4650,N/A,False
39765,COSMOS 2499,Transmitter,FM,435.5650,N/A,False
41579,COSMOS 2517 (GEO-IK),Transmitter,BPSK,2232.0000,N/A,False
44421,COSMOS 2535,Transmitter,FM,2281.0080,N/A,False
53323,COSMOS 2558,Transmitter,BPSK,2266.0000,N/A,False
53323,COSMOS 2558,Transmitter,FM,2284.0000,N/A,False
59773,COSMOS 2576,Transmitter,FM,2283.9980,N/A,False
62902,COSMOS 2581,Transmitter,FM,2284.0000,N/A,False
62903,COSMOS 2582,Transmitter,FM,2280.0000,N/A,False
62904,COSMOS 2583,Transmitter,FM,2280.0000,N/A,False
64095,COSMOS 2588,Transmitter,FM,2283.9970,N/A,False
38763,CP5,Transmitter,AFSK,437.4050,N/A,False
39471,CP8,Transmitter,FSK AX.25 G3RUH,437.2700,N/A,False
58022,CSC-1,Transmitter,BPSK,2213.3000,N/A,False
58022,CSC-1,Transmitter,BPSK,401.1750,N/A,False
58022,CSC-1,Transmitter,FM,2245.0000,N/A,False
58021,CSC-2,Transmitter,BPSK,401.2500,N/A,False
58021,CSC-2,Transmitter,FM,2245.0000,N/A,False
47305,CSO 2,Transmitter,BPSK,2205.9230,N/A,False
48274,CSS (Tianhe),Transmitter,FM,2224.0750,N/A,False
48274,CSS (Tianhe),Transceiver,SSTV,436.5100,435.0500,False
48274,CSS (Tianhe),Transceiver,AFSK,437.5500,437.5500,False
48274,CSS (Tianhe),Transceiver,AFSK,145.8250,145.8250,False
48274,CSS (Tianhe),Transceiver,FMN,145.9850,435.0750,False
48274,CSS (Tianhe),Transceiver,FMN,436.5100,145.8750,False
48274,CSS (Tianhe),Transceiver,FMN,436.5100,435.0500,False
48274,CSS (Tianhe),Transceiver,FMN,145.9850,145.8500,False
48274,CSS (Tianhe),Transmitter,FM,2208.7220,N/A,False
